Mod:Item:MetaData, Localized Name
rechiseled:red_nether_bricks_large_bricks, rechiseled.block.red_nether_bricks_large_bricks.name
rechiseled:spruce_planks_flooring, rechiseled.block.spruce_planks_flooring.name
rechiseled:quartz_block_pattern, rechiseled.block.quartz_block_pattern.name
rechiseled:stone_diagonal_bricks, rechiseled.block.stone_diagonal_bricks.name
rechiseled:birch_planks_squares_connecting, rechiseled.block.birch_planks_squares_connecting.name
rechiseled:diorite_diagonal_bricks, rechiseled.block.diorite_diagonal_bricks.name
rechiseled:jungle_planks_large_tiles, rechiseled.block.jungle_planks_large_tiles.name
rechiseled:mossy_cobblestone_inverted_dented_connecting, rechiseled.block.mossy_cobblestone_inverted_dented_connecting.name
rechiseled:dirt_muddy, rechiseled.block.dirt_muddy.name
rechiseled:dark_oak_planks_diagonal_tiles_connecting, rechiseled.block.dark_oak_planks_diagonal_tiles_connecting.name
rechiseled:quartz_block_bordered, rechiseled.block.quartz_block_bordered.name
rechiseled:purpur_squares_connecting, rechiseled.block.purpur_squares_connecting.name
rechiseled:stone_smooth, rechiseled.block.stone_smooth.name
rechiseled:diorite_rotated_bricks, rechiseled.block.diorite_rotated_bricks.name
rechiseled:quartz_block_tiles_connecting, rechiseled.block.quartz_block_tiles_connecting.name
rechiseled:glowstone_bricks, rechiseled.block.glowstone_bricks.name
rechiseled:spruce_planks_small_bricks_connecting, rechiseled.block.spruce_planks_small_bricks_connecting.name
rechiseled:netherrack_beams_connecting, rechiseled.block.netherrack_beams_connecting.name
rechiseled:prismarine_bricks_bricks_connecting, rechiseled.block.prismarine_bricks_bricks_connecting.name
rechiseled:birch_planks_dotted_connecting, rechiseled.block.birch_planks_dotted_connecting.name
rechiseled:end_stone_diagonal_bricks, rechiseled.block.end_stone_diagonal_bricks.name
rechiseled:glowstone_crushed, rechiseled.block.glowstone_crushed.name
rechiseled:birch_planks_diagonal_stripes_connecting, rechiseled.block.birch_planks_diagonal_stripes_connecting.name
rechiseled:obsidian_chiseled_circles_connecting, rechiseled.block.obsidian_chiseled_circles_connecting.name
rechiseled:spruce_planks_diagonal_stripes, rechiseled.block.spruce_planks_diagonal_stripes.name
rechiseled:prismarine_bricks_squares_connecting, rechiseled.block.prismarine_bricks_squares_connecting.name
rechiseled:oak_planks_beams_connecting, rechiseled.block.oak_planks_beams_connecting.name
rechiseled:cobblestone_inverted_dented, rechiseled.block.cobblestone_inverted_dented.name
rechiseled:jungle_planks_tiles_connecting, rechiseled.block.jungle_planks_tiles_connecting.name
rechiseled:mossy_cobblestone_paving, rechiseled.block.mossy_cobblestone_paving.name
rechiseled:nether_bricks_small_tiles, rechiseled.block.nether_bricks_small_tiles.name
rechiseled:oak_planks_pattern_connecting, rechiseled.block.oak_planks_pattern_connecting.name
rechiseled:spruce_planks_wavy, rechiseled.block.spruce_planks_wavy.name
rechiseled:nether_bricks_small_tiles_connecting, rechiseled.block.nether_bricks_small_tiles_connecting.name
rechiseled:oak_planks_wavy, rechiseled.block.oak_planks_wavy.name
rechiseled:netherrack_bricks_connecting, rechiseled.block.netherrack_bricks_connecting.name
rechiseled:oak_planks_flooring, rechiseled.block.oak_planks_flooring.name
rechiseled:dark_oak_planks_wavy, rechiseled.block.dark_oak_planks_wavy.name
rechiseled:red_sandstone_large_tiles, rechiseled.block.red_sandstone_large_tiles.name
rechiseled:end_stone_blobs, rechiseled.block.end_stone_blobs.name
rechiseled:dark_prismarine_rows_connecting, rechiseled.block.dark_prismarine_rows_connecting.name
rechiseled:jungle_planks_squares_connecting, rechiseled.block.jungle_planks_squares_connecting.name
rechiseled:spruce_planks_bricks, rechiseled.block.spruce_planks_bricks.name
rechiseled:dark_oak_planks_large_tiles, rechiseled.block.dark_oak_planks_large_tiles.name
rechiseled:obsidian_chiseled, rechiseled.block.obsidian_chiseled.name
rechiseled:jungle_planks_bricks_connecting, rechiseled.block.jungle_planks_bricks_connecting.name
rechiseled:purpur_small_tiles, rechiseled.block.purpur_small_tiles.name
rechiseled:end_stone_tiles, rechiseled.block.end_stone_tiles.name
rechiseled:acacia_planks_squares_connecting, rechiseled.block.acacia_planks_squares_connecting.name
rechiseled:cobblestone_beams, rechiseled.block.cobblestone_beams.name
rechiseled:spruce_planks_dotted_connecting, rechiseled.block.spruce_planks_dotted_connecting.name
rechiseled:stone_smooth_connecting, rechiseled.block.stone_smooth_connecting.name
rechiseled:cobblestone_pulverized, rechiseled.block.cobblestone_pulverized.name
rechiseled:dirt_blobs_connecting, rechiseled.block.dirt_blobs_connecting.name
rechiseled:end_stone_blobs_connecting, rechiseled.block.end_stone_blobs_connecting.name
rechiseled:dirt_cobbled, rechiseled.block.dirt_cobbled.name
rechiseled:stone_crushed, rechiseled.block.stone_crushed.name
rechiseled:red_sandstone_diagonal_bricks_connecting, rechiseled.block.red_sandstone_diagonal_bricks_connecting.name
rechiseled:andesite_polished_connecting, rechiseled.block.andesite_polished_connecting.name
rechiseled:sandstone_large_tiles_connecting, rechiseled.block.sandstone_large_tiles_connecting.name
rechiseled:spruce_planks_squares, rechiseled.block.spruce_planks_squares.name
rechiseled:red_nether_bricks_squares, rechiseled.block.red_nether_bricks_squares.name
rechiseled:acacia_planks_woven, rechiseled.block.acacia_planks_woven.name
rechiseled:spruce_planks_squares_connecting, rechiseled.block.spruce_planks_squares_connecting.name
rechiseled:acacia_planks_woven_connecting, rechiseled.block.acacia_planks_woven_connecting.name
rechiseled:spruce_planks_large_tiles_connecting, rechiseled.block.spruce_planks_large_tiles_connecting.name
rechiseled:prismarine_bricks_tiles, rechiseled.block.prismarine_bricks_tiles.name
rechiseled:mossy_cobblestone_squares, rechiseled.block.mossy_cobblestone_squares.name
rechiseled:oak_planks_large_tiles_connecting, rechiseled.block.oak_planks_large_tiles_connecting.name
rechiseled:purpur_dotted, rechiseled.block.purpur_dotted.name
rechiseled:diorite_paving_connecting, rechiseled.block.diorite_paving_connecting.name
rechiseled:acacia_planks_small_bricks_connecting, rechiseled.block.acacia_planks_small_bricks_connecting.name
rechiseled:nether_bricks_squares, rechiseled.block.nether_bricks_squares.name
rechiseled:netherrack_dented, rechiseled.block.netherrack_dented.name
rechiseled:stone_crushed_connecting, rechiseled.block.stone_crushed_connecting.name
rechiseled:red_nether_bricks_smooth_connecting, rechiseled.block.red_nether_bricks_smooth_connecting.name
rechiseled:red_nether_bricks_large_tiles, rechiseled.block.red_nether_bricks_large_tiles.name
rechiseled:purpur_bricks, rechiseled.block.purpur_bricks.name
rechiseled:nether_bricks_diagonal_bricks, rechiseled.block.nether_bricks_diagonal_bricks.name
rechiseled:stone_bordered_connecting, rechiseled.block.stone_bordered_connecting.name
rechiseled:spruce_planks_small_tiles_connecting, rechiseled.block.spruce_planks_small_tiles_connecting.name
rechiseled:andesite_rotated_bricks, rechiseled.block.andesite_rotated_bricks.name
rechiseled:dark_oak_planks_pattern, rechiseled.block.dark_oak_planks_pattern.name
rechiseled:birch_planks_dotted, rechiseled.block.birch_planks_dotted.name
rechiseled:red_nether_bricks_large_bricks_connecting, rechiseled.block.red_nether_bricks_large_bricks_connecting.name
rechiseled:prismarine_bricks_chiseled_squares, rechiseled.block.prismarine_bricks_chiseled_squares.name
rechiseled:dark_prismarine_beams, rechiseled.block.dark_prismarine_beams.name
rechiseled:jungle_planks_small_bricks_connecting, rechiseled.block.jungle_planks_small_bricks_connecting.name
rechiseled:cobblestone_worn_stripes, rechiseled.block.cobblestone_worn_stripes.name
rechiseled:cobblestone_dented_connecting, rechiseled.block.cobblestone_dented_connecting.name
rechiseled:acacia_planks_diagonal_stripes, rechiseled.block.acacia_planks_diagonal_stripes.name
rechiseled:jungle_planks_dotted, rechiseled.block.jungle_planks_dotted.name
rechiseled:acacia_planks_dotted, rechiseled.block.acacia_planks_dotted.name
rechiseled:andesite_dotted_connecting, rechiseled.block.andesite_dotted_connecting.name
rechiseled:red_sandstone_polished, rechiseled.block.red_sandstone_polished.name
rechiseled:acacia_planks_beams, rechiseled.block.acacia_planks_beams.name
rechiseled:granite_bricks_connecting, rechiseled.block.granite_bricks_connecting.name
rechiseled:end_stone_mesh, rechiseled.block.end_stone_mesh.name
rechiseled:acacia_planks_diagonal_stripes_connecting, rechiseled.block.acacia_planks_diagonal_stripes_connecting.name
rechiseled:spruce_planks_wavy_connecting, rechiseled.block.spruce_planks_wavy_connecting.name
rechiseled:birch_planks_large_tiles_connecting, rechiseled.block.birch_planks_large_tiles_connecting.name
rechiseled:netherrack_stripes_connecting, rechiseled.block.netherrack_stripes_connecting.name
rechiseled:cobblestone_rotated_bricks_connecting, rechiseled.block.cobblestone_rotated_bricks_connecting.name
rechiseled:dark_prismarine_dotted_connecting, rechiseled.block.dark_prismarine_dotted_connecting.name
rechiseled:diorite_paving, rechiseled.block.diorite_paving.name
rechiseled:obsidian_spots, rechiseled.block.obsidian_spots.name
rechiseled:andesite_tiles_connecting, rechiseled.block.andesite_tiles_connecting.name
rechiseled:andesite_squares, rechiseled.block.andesite_squares.name
rechiseled:glowstone_bricks_connecting, rechiseled.block.glowstone_bricks_connecting.name
rechiseled:prismarine_bricks_small_tiles_connecting, rechiseled.block.prismarine_bricks_small_tiles_connecting.name
rechiseled:jungle_planks_squares, rechiseled.block.jungle_planks_squares.name
rechiseled:purpur_large_tiles_connecting, rechiseled.block.purpur_large_tiles_connecting.name
rechiseled:dirt_small_bricks, rechiseled.block.dirt_small_bricks.name
rechiseled:purpur_organic_pattern, rechiseled.block.purpur_organic_pattern.name
rechiseled:acacia_planks_squares, rechiseled.block.acacia_planks_squares.name
rechiseled:diorite_bricks_connecting, rechiseled.block.diorite_bricks_connecting.name
rechiseled:end_stone_crushed_connecting, rechiseled.block.end_stone_crushed_connecting.name
rechiseled:sandstone_bricks, rechiseled.block.sandstone_bricks.name
rechiseled:jungle_planks_diagonal_tiles_connecting, rechiseled.block.jungle_planks_diagonal_tiles_connecting.name
rechiseled:obsidian_bordered_connecting, rechiseled.block.obsidian_bordered_connecting.name
rechiseled:sandstone_diagonal_bricks_connecting, rechiseled.block.sandstone_diagonal_bricks_connecting.name
rechiseled:nether_bricks_tiles, rechiseled.block.nether_bricks_tiles.name
rechiseled:dirt_chunks, rechiseled.block.dirt_chunks.name
rechiseled:glowstone_crushed_connecting, rechiseled.block.glowstone_crushed_connecting.name
rechiseled:acacia_planks_wavy, rechiseled.block.acacia_planks_wavy.name
rechiseled:acacia_planks_wavy_connecting, rechiseled.block.acacia_planks_wavy_connecting.name
rechiseled:dark_prismarine_fabric_connecting, rechiseled.block.dark_prismarine_fabric_connecting.name
rechiseled:prismarine_bricks_tiles_connecting, rechiseled.block.prismarine_bricks_tiles_connecting.name
rechiseled:stone_smooth_large_tiles_connecting, rechiseled.block.stone_smooth_large_tiles_connecting.name
rechiseled:andesite_rotated_bricks_connecting, rechiseled.block.andesite_rotated_bricks_connecting.name
rechiseled:cobblestone_beams_connecting, rechiseled.block.cobblestone_beams_connecting.name
rechiseled:red_nether_bricks_small_tiles, rechiseled.block.red_nether_bricks_small_tiles.name
rechiseled:stone_big_tiles_connecting, rechiseled.block.stone_big_tiles_connecting.name
rechiseled:netherrack_beams, rechiseled.block.netherrack_beams.name
rechiseled:birch_planks_crate_connecting, rechiseled.block.birch_planks_crate_connecting.name
rechiseled:netherrack_bricks, rechiseled.block.netherrack_bricks.name
rechiseled:nether_bricks_smooth, rechiseled.block.nether_bricks_smooth.name
rechiseled:diorite_polished_connecting, rechiseled.block.diorite_polished_connecting.name
rechiseled:quartz_block_rows, rechiseled.block.quartz_block_rows.name
rechiseled:end_stone_spiral_pattern, rechiseled.block.end_stone_spiral_pattern.name
rechiseled:oak_planks_tiles, rechiseled.block.oak_planks_tiles.name
rechiseled:diorite_bricks, rechiseled.block.diorite_bricks.name
rechiseled:red_sandstone_diagonal_bricks, rechiseled.block.red_sandstone_diagonal_bricks.name
rechiseled:birch_planks_large_tiles, rechiseled.block.birch_planks_large_tiles.name
rechiseled:birch_planks_tiles_connecting, rechiseled.block.birch_planks_tiles_connecting.name
rechiseled:jungle_planks_diagonal_stripes_connecting, rechiseled.block.jungle_planks_diagonal_stripes_connecting.name
rechiseled:red_sandstone_polished_connecting, rechiseled.block.red_sandstone_polished_connecting.name
rechiseled:sandstone_polished, rechiseled.block.sandstone_polished.name
rechiseled:stone_small_bricks, rechiseled.block.stone_small_bricks.name
rechiseled:dirt_tilled, rechiseled.block.dirt_tilled.name
rechiseled:stone_bordered, rechiseled.block.stone_bordered.name
rechiseled:birch_planks_flooring, rechiseled.block.birch_planks_flooring.name
rechiseled:red_nether_bricks_diagonal_bricks_connecting, rechiseled.block.red_nether_bricks_diagonal_bricks_connecting.name
rechiseled:dirt_bricks, rechiseled.block.dirt_bricks.name
rechiseled:quartz_block_stripes_connecting, rechiseled.block.quartz_block_stripes_connecting.name
rechiseled:dark_oak_planks_flooring, rechiseled.block.dark_oak_planks_flooring.name
rechiseled:granite_paving_connecting, rechiseled.block.granite_paving_connecting.name
rechiseled:dark_prismarine_woven_connecting, rechiseled.block.dark_prismarine_woven_connecting.name
rechiseled:prismarine_bricks_rows_connecting, rechiseled.block.prismarine_bricks_rows_connecting.name
rechiseled:andesite_diagonal_bricks_connecting, rechiseled.block.andesite_diagonal_bricks_connecting.name
rechiseled:birch_planks_small_tiles, rechiseled.block.birch_planks_small_tiles.name
rechiseled:birch_planks_wavy_connecting, rechiseled.block.birch_planks_wavy_connecting.name
rechiseled:obsidian_tiles, rechiseled.block.obsidian_tiles.name
rechiseled:nether_bricks_large_tiles_connecting, rechiseled.block.nether_bricks_large_tiles_connecting.name
rechiseled:red_sandstone_bricks_connecting, rechiseled.block.red_sandstone_bricks_connecting.name
rechiseled:diorite_diagonal_bricks_connecting, rechiseled.block.diorite_diagonal_bricks_connecting.name
rechiseled:quartz_block_stripes, rechiseled.block.quartz_block_stripes.name
rechiseled:spruce_planks_woven_connecting, rechiseled.block.spruce_planks_woven_connecting.name
rechiseled:mossy_cobblestone_stripes, rechiseled.block.mossy_cobblestone_stripes.name
rechiseled:diorite_squares, rechiseled.block.diorite_squares.name
rechiseled:birch_planks_wavy, rechiseled.block.birch_planks_wavy.name
rechiseled:dark_prismarine_wavy, rechiseled.block.dark_prismarine_wavy.name
rechiseled:granite_diagonal_bricks, rechiseled.block.granite_diagonal_bricks.name
rechiseled:stone_smooth_large_tiles, rechiseled.block.stone_smooth_large_tiles.name
rechiseled:jungle_planks_diagonal_tiles, rechiseled.block.jungle_planks_diagonal_tiles.name
rechiseled:dirt_small_bricks_connecting, rechiseled.block.dirt_small_bricks_connecting.name
rechiseled:red_nether_bricks_squares_connecting, rechiseled.block.red_nether_bricks_squares_connecting.name
rechiseled:spruce_planks_crate_connecting, rechiseled.block.spruce_planks_crate_connecting.name
rechiseled:obsidian_large_tiles, rechiseled.block.obsidian_large_tiles.name
rechiseled:dirt_smooth_clumps, rechiseled.block.dirt_smooth_clumps.name
rechiseled:red_nether_bricks_rotated_bricks, rechiseled.block.red_nether_bricks_rotated_bricks.name
rechiseled:mossy_cobblestone_beams, rechiseled.block.mossy_cobblestone_beams.name
rechiseled:glowstone_smooth_connecting, rechiseled.block.glowstone_smooth_connecting.name
